event_id	cycle	source	x	y	polarity	occurrence_timestamp_ns
178	4168	31	114	85	0	4168304000
179	4168	35	110	86	1	4168947000
180	4168	54	113	88	0	4168166000
181	4169	47	114	87	0	4169759000
182	4170	5	112	82	1	4170194000
183	4170	20	111	84	1	4170984001
184	4170	38	113	86	0	4170878001
185	4170	39	114	86	0	4170728001
186	4170	43	110	87	1	4170763001
187	4170	45	112	87	0	4170644000
188	4170	46	113	87	0	4170240000
189	4170	53	112	88	0	4170417001
190	4170	54	113	88	0	4170897000
191	4170	60	111	89	0	4170285000
192	4170	61	112	89	0	4170262001
193	4171	12	111	83	1	4171925001
194	4171	19	110	84	1	4171994001
195	4171	28	111	85	1	4171514001
196	4171	37	112	86	0	4171405000
197	4171	52	111	88	0	4171429000
198	4171	55	114	88	0	4171658001
199	4172	13	112	83	1	4172084001
200	4172	36	111	86	1	4172808000
201	4172	58	109	89	1	4172230000
202	4172	62	113	89	0	4172665001
203	4173	5	112	82	1	4173228001
204	4173	61	112	89	0	4173063000
205	4174	21	112	84	1	4174637001
206	4174	34	109	86	1	4174752001
207	4174	46	113	87	0	4174029001
208	4174	47	114	87	0	4174348001
209	4174	53	112	88	0	4174100000
210	4174	55	114	88	0	4174268001
211	4175	28	111	85	1	4175405001
212	4175	39	114	86	0	4175804000
213	4175	43	110	87	1	4175993001
214	4175	51	110	88	1	4175030000
215	4175	54	113	88	0	4175124000
216	4175	60	111	89	0	4175233000
217	4175	62	113	89	0	4175174001
218	4175	63	114	89	0	4175430000
219	4176	13	112	83	1	4176068001
220	4177	36	111	86	1	4177241000
221	4177	55	114	88	0	4177840000
222	4177	61	112	89	0	4177521000
223	4177	63	114	89	0	4177867000
224	4178	5	112	82	0	4178922000
225	4178	35	110	86	1	4178038001
226	4178	54	113	88	0	4178857001
227	4178	62	113	89	0	4178488001
228	4179	20	111	84	1	4179245001
229	4179	29	112	85	1	4179833001
230	4179	51	110	88	1	4179014000
231	4179	59	110	89	1	4179101000
232	4180	21	112	84	1	4180010000
233	4180	44	111	87	1	4180413001
234	4181	4	111	82	0	4181193001
235	4181	55	114	88	0	4181473001
236	4181	63	114	89	0	4181540001
237	4182	36	111	86	1	4182120001
238	4182	37	112	86	1	4182689000
239	4182	52	111	88	1	4182767001
240	4182	61	112	89	0	4182514001
241	4182	62	113	89	0	4182342001
242	4183	5	112	82	0	4183058000
243	4183	27	110	85	1	4183851001
244	4183	28	111	85	1	4183323001
245	4183	59	110	89	1	4183614000
246	4184	4	111	82	0	4184137000
247	4184	29	112	85	1	4184539001
248	4184	44	111	87	1	4184965001
249	4185	3	110	82	0	4185559001
250	4185	13	112	83	0	4185356000
251	4185	21	112	84	1	4185323001
252	4185	63	114	89	0	4185811001
253	4187	12	111	83	0	4187665000
254	4187	37	112	86	1	4187728000
255	4187	52	111	88	1	4187114001
256	4188	2	109	82	0	4188357000
257	4188	3	110	82	0	4188600001
258	4188	5	112	82	0	4188048001
259	4188	29	112	85	1	4188682000
260	4188	45	112	87	1	4188492000
261	4188	60	111	89	1	4188851000
262	4189	4	111	82	0	4189861001
263	4189	21	112	84	0	4189158000
264	4190	2	109	82	0	4190927001
265	4190	52	111	88	1	4190760001
266	4190	63	114	89	0	4190858000
267	4191	11	110	83	0	4191960001
268	4191	12	111	83	0	4191255001
269	4191	13	112	83	0	4191802000
270	4191	21	112	84	0	4191821001
271	4191	37	112	86	1	4191499000
272	4192	1	108	82	0	4192952001
273	4192	20	111	84	0	4192696001
274	4193	3	110	82	0	4193592000
275	4193	45	112	87	1	4193918000
276	4193	53	112	88	1	4193396000
277	4193	60	111	89	1	4193784001
278	4194	2	109	82	0	4194688000
279	4194	10	109	83	0	4194330001
280	4195	0	107	82	0	4195670000
281	4195	4	111	82	1	4195820001
282	4195	11	110	83	0	4195552000
283	4195	20	111	84	0	4195496001
284	4195	29	112	85	0	4195247001
285	4196	1	108	82	0	4196615001
286	4196	12	111	83	0	4196230000
287	4196	13	112	83	0	4196663001
288	4196	19	110	84	0	4196183001
289	4196	21	112	84	0	4196062001
290	4197	10	109	83	0	4197066000
291	4197	29	112	85	0	4197997001
292	4197	61	112	89	1	4197898001
293	4198	0	107	82	0	4198071000
294	4199	3	110	82	0	4199317001
295	4199	9	108	83	0	4199824000
296	4199	11	110	83	0	4199502000
297	4199	18	109	84	0	4199758000
298	4199	19	110	84	0	4199514001
299	4199	20	111	84	0	4199196001
300	4199	28	111	85	0	4199339001
301	4199	53	112	88	1	4199067000
302	4200	1	108	82	0	4200755001
303	4200	2	109	82	0	4200077000
304	4200	45	112	87	1	4200137001
305	4201	10	109	83	0	4201257001
306	4201	21	112	84	0	4201247000
307	4202	0	107	82	0	4202151001
308	4202	8	107	83	0	4202539001
309	4202	18	109	84	0	4202786000
310	4202	27	110	85	0	4202193001
311	4202	29	112	85	0	4202480001
312	4202	37	112	86	0	4202209000
313	4203	9	108	83	0	4203717001
314	4203	11	110	83	0	4203778000
315	4203	20	111	84	0	4203489001
316	4203	28	111	85	0	4203245000
317	4203	53	112	88	1	4203933000
318	4204	19	110	84	0	4204215001
319	4204	21	112	84	0	4204871001
320	4204	27	110	85	0	4204695001
321	4205	8	107	83	0	4205382000
322	4205	10	109	83	0	4205740000
323	4205	17	108	84	0	4205235001
324	4205	29	112	85	0	4205964001
325	4205	36	111	86	0	4205501001
326	4205	61	112	89	1	4205120001
327	4206	0	107	82	0	4206076000
328	4206	1	108	82	0	4206883001
329	4206	26	109	85	0	4206798000
330	4206	37	112	86	0	4206973001
331	4206	45	112	87	0	4206115001
332	4207	16	107	84	0	4207796001
333	4208	9	108	83	0	4208496000
334	4208	12	111	83	0	4208843001
335	4208	17	108	84	0	4208902001
336	4208	18	109	84	0	4208495000
337	4208	27	110	85	0	4208411001
338	4208	28	111	85	0	4208843001
339	4208	35	110	86	0	4208128001
340	4208	36	111	86	0	4208842001
341	4208	45	112	87	0	4208711001
342	4208	54	113	88	1	4208566001
343	4209	8	107	83	0	4209451001
344	4209	19	110	84	0	4209022001
345	4210	1	108	82	1	4210258000
346	4210	16	107	84	0	4210671001
347	4210	26	109	85	0	4210704000
348	4210	61	112	89	1	4210732000
349	4211	2	109	82	1	4211575000
350	4211	3	110	82	1	4211861000
351	4211	5	112	82	1	4211659001
352	4211	6	113	82	1	4211794001
353	4211	7	114	82	1	4211861000
354	4211	20	111	84	0	4211508001
355	4211	25	108	85	0	4211459001
356	4211	29	112	85	0	4211800000
357	4211	34	109	86	0	4211069001
358	4211	35	110	86	0	4211436000
359	4211	36	111	86	0	4211959000
360	4211	44	111	87	0	4211729001
361	4212	0	107	82	1	4212280000
362	4212	1	108	82	1	4212651001
363	4212	4	111	82	1	4212161001
364	4212	37	112	86	0	4212242000
365	4212	45	112	87	0	4212505000
366	4212	53	112	88	0	4212738001
367	4213	6	113	82	1	4213977000
368	4213	27	110	85	0	4213595001
369	4213	34	109	86	0	4213619001
370	4214	0	107	82	1	4214612000
371	4214	2	109	82	1	4214539001
372	4214	5	112	82	1	4214217001
373	4214	7	114	82	1	4214748000
374	4214	16	107	84	0	4214331001
375	4214	17	108	84	0	4214768000
376	4214	24	107	85	0	4214247000
377	4214	44	111	87	0	4214748000
378	4215	1	108	82	1	4215750000
379	4215	3	110	82	1	4215019001
380	4215	4	111	82	1	4215037000
381	4215	25	108	85	0	4215007000
382	4215	26	109	85	0	4215424000
383	4215	33	108	86	0	4215605000
384	4215	35	110	86	0	4215704000
385	4215	43	110	87	0	4215007000
386	4215	53	112	88	0	4215401000
387	4216	12	111	83	1	4216519001
388	4216	18	109	84	0	4216191001
389	4216	45	112	87	0	4216879000
390	4216	52	111	88	0	4216895001
391	4216	54	113	88	0	4216794000
392	4217	9	108	83	1	4217787001
393	4217	10	109	83	1	4217972000
394	4217	11	110	83	1	4217259001
395	4217	13	112	83	1	4217288000
396	4217	14	113	83	1	4217334001
397	4217	15	114	83	1	4217467000
398	4217	34	109	86	0	4217637000
399	4218	8	107	83	1	4218970000
400	4218	16	107	84	0	4218895000
401	4218	24	107	85	0	4218023000
402	4218	33	108	86	0	4218301000
403	4218	43	110	87	0	4218259000
404	4218	61	112	89	0	4218616001
405	4219	12	111	83	1	4219897000
406	4219	15	114	83	1	4219839000
407	4219	32	107	86	0	4219068000
408	4219	42	109	87	0	4219292000
409	4219	44	111	87	0	4219453001
410	4220	9	108	83	1	4220338001
411	4220	11	110	83	1	4220169001
412	4220	13	112	83	1	4220443000
413	4220	14	113	83	1	4220137001
414	4220	35	110	86	0	4220494000
415	4220	51	110	88	0	4220840000
416	4220	53	112	88	0	4220328001
417	4221	6	113	82	1	4221595001
418	4221	10	109	83	1	4221154001
419	4221	25	108	85	0	4221062000
420	4221	32	107	86	0	4221906001
421	4221	33	108	86	0	4221593000
422	4221	36	111	86	0	4221223001
423	4221	52	111	88	0	4221086000
424	4222	18	109	84	1	4222967001
425	4222	34	109	86	0	4222681001
426	4222	41	108	87	0	4222684001
427	4222	61	112	89	0	4222221001
428	4223	8	107	83	1	4223529000
429	4223	16	107	84	1	4223438001
430	4223	17	108	84	1	4223972000
431	4223	19	110	84	1	4223220001
432	4223	20	111	84	1	4223178001
433	4223	21	112	84	1	4223606000
434	4223	22	113	84	1	4223663001
435	4223	23	114	84	1	4223421001
436	4223	24	107	85	0	4223339000
437	4223	42	109	87	0	4223351001
438	4223	43	110	87	0	4223144001
439	4223	50	109	88	0	4223992000
440	4223	60	111	89	0	4223030001
441	4224	15	114	83	1	4224487000
442	4224	32	107	86	0	4224587000
443	4224	33	108	86	0	4224919000
444	4224	40	107	87	0	4224729000
445	4224	51	110	88	1	4224396000
446	4224	52	111	88	0	4224411000
447	4224	53	112	88	0	4224822000
448	4225	19	110	84	1	4225489000
449	4225	41	108	87	0	4225360001
450	4226	16	107	84	1	4226152000
451	4226	17	108	84	1	4226506001
452	4226	18	109	84	1	4226038000
453	4226	20	111	84	1	4226138000
454	4226	21	112	84	1	4226515000
455	4226	22	113	84	1	4226404000
456	4226	23	114	84	1	4226251001
457	4226	50	109	88	0	4226968000
458	4226	59	110	89	0	4226078001
459	4227	7	114	82	1	4227353001
460	4227	40	107	87	0	4227631000
461	4227	42	109	87	0	4227690000
462	4227	49	108	88	0	4227625000
463	4227	51	110	88	0	4227851001
464	4227	61	112	89	0	4227830001
465	4228	13	112	83	1	4228865000
466	4228	41	108	87	0	4228871001
467	4228	60	111	89	0	4228115000
468	4229	2	109	82	1	4229512000
469	4229	11	110	83	1	4229152000
470	4229	26	109	85	1	4229720001
471	4229	27	110	85	1	4229879001
472	4229	28	111	85	1	4229475001
473	4229	29	112	85	1	4229600001
474	4229	31	114	85	1	4229923000
475	4229	48	107	88	0	4229645001
476	4229	59	110	89	0	4229339000
477	4230	9	108	83	1	4230833001
478	4230	14	113	83	1	4230408001
479	4230	24	107	85	1	4230409001
480	4230	25	108	85	1	4230363001
481	4230	30	113	85	1	4230077001
482	4230	32	107	86	0	4230755001
483	4230	49	108	88	0	4230241000
484	4230	50	109	88	0	4230371001
485	4230	58	109	89	0	4230338000
486	4231	40	107	87	0	4231480001
487	4231	41	108	87	0	4231717000
488	4232	12	111	83	1	4232450000
489	4232	25	108	85	1	4232962001
490	4232	26	109	85	1	4232676001
491	4232	27	110	85	1	4232897001
492	4232	28	111	85	1	4232249000
493	4232	29	112	85	1	4232437001
494	4232	31	114	85	1	4232529000
495	4232	48	107	88	0	4232328000
496	4232	52	111	88	0	4232840000
497	4232	57	108	89	0	4232430001
498	4233	19	110	84	1	4233683000
499	4233	24	107	85	1	4233486000
500	4233	30	113	85	1	4233232001
501	4233	59	110	89	0	4233876000
502	4234	49	108	88	0	4234256001
503	4234	57	108	89	0	4234727000
504	4234	58	109	89	0	4234528001
505	4235	33	108	86	1	4235802000
506	4235	34	109	86	1	4235758001
507	4235	35	110	86	1	4235125000
508	4235	36	111	86	1	4235666001
509	4235	37	112	86	1	4235999000
510	4235	38	113	86	1	4235666001
511	4235	48	107	88	0	4235728001
512	4236	32	107	86	1	4236224000
513	4236	39	114	86	1	4236134000
514	4236	40	107	87	0	4236792001
515	4236	51	110	88	0	4236555000
516	4236	56	107	89	0	4236373001
517	4237	16	107	84	1	4237929001
518	4237	35	110	86	1	4237887001
519	4237	50	109	88	0	4237116000
520	4238	0	107	82	1	4238157001
521	4238	28	111	85	1	4238318000
522	4238	33	108	86	1	4238422000
523	4238	36	111	86	1	4238524001
524	4238	37	112	86	1	4238945001
525	4238	38	113	86	1	4238503001
526	4238	39	114	86	1	4238766001
527	4238	57	108	89	0	4238387000
528	4238	62	113	89	0	4238530001
529	4239	20	111	84	1	4239387001
530	4239	32	107	86	1	4239434000
531	4239	34	109	86	1	4239289000
532	4239	49	108	88	0	4239954001
533	4239	56	107	89	0	4239318001
534	4239	58	109	89	0	4239547001
535	4239	60	111	89	1	4239249001
536	4240	48	107	88	0	4240385000
537	4241	43	110	87	1	4241958000
538	4241	45	112	87	1	4241891000
539	4241	59	110	89	0	4241544001
540	4242	23	114	84	1	4242063001
541	4242	29	112	85	1	4242850001
542	4242	31	114	85	1	4242699001
543	4242	40	107	87	1	4242069001
544	4242	41	108	87	1	4242302000
545	4242	42	109	87	1	4242433001
546	4242	44	111	87	1	4242184001
547	4242	46	113	87	1	4242252001
548	4242	47	114	87	1	4242972001
549	4243	22	113	84	1	4243733000
550	4243	25	108	85	1	4243338001
551	4243	56	107	89	0	4243861000
552	4243	57	108	89	0	4243730000
553	4244	43	110	87	1	4244976001
554	4244	44	111	87	1	4244843000
555	4244	45	112	87	1	4244912000
556	4245	35	110	86	1	4245490000
557	4245	40	107	87	1	4245276001
558	4245	41	108	87	1	4245399000
559	4245	42	109	87	1	4245149001
560	4245	46	113	87	1	4245566000
561	4245	47	114	87	1	4245922000
562	4246	39	114	86	1	4246788000
563	4246	51	110	88	1	4246960001
564	4247	33	108	86	1	4247816000
565	4247	49	108	88	1	4247897001
566	4247	50	109	88	1	4247996001
567	4247	52	111	88	1	4247543000
568	4247	53	112	88	1	4247687000
569	4248	27	110	85	1	4248524000
570	4248	54	113	88	1	4248867001
571	4248	55	114	88	1	4248620000
572	4249	48	107	88	1	4249144001
573	4250	38	113	86	1	4250035001
574	4250	49	108	88	1	4250780000
575	4250	51	110	88	1	4250353001
576	4250	52	111	88	1	4250771000
577	4250	53	112	88	1	4250464001
578	4251	44	111	87	1	4251819001
579	4251	50	109	88	1	4251043000
580	4251	54	113	88	1	4251976000
581	4251	55	114	88	1	4251433000
582	4252	36	111	86	1	4252721001
583	4253	45	112	87	1	4253054000
584	4253	48	107	88	1	4253095001
585	4253	53	112	88	1	4253901000
586	4254	51	110	88	1	4254308001
587	4254	57	108	89	1	4254778001
588	4254	58	109	89	1	4254965001
589	4254	59	110	89	1	4254045001
590	4254	60	111	89	1	4254635001
591	4254	61	112	89	1	4254592000
592	4254	62	113	89	1	4254751000
593	4255	56	107	89	1	4255994001
594	4255	63	114	89	1	4255691000
595	4256	47	114	87	1	4256158000
596	4256	52	111	88	1	4256227000
597	4256	59	110	89	1	4256946000
598	4257	18	109	84	1	4257066001
599	4257	57	108	89	1	4257787001
600	4257	61	112	89	1	4257717000
601	4257	62	113	89	1	4257866000
602	4258	43	110	87	1	4258421001
603	4258	49	108	88	1	4258801001
604	4258	50	109	88	1	4258853001
605	4258	55	114	88	1	4258881000
606	4258	58	109	89	1	4258067001
607	4258	60	111	89	1	4258492001
608	4258	63	114	89	1	4258800001
609	4259	46	113	87	1	4259644001
610	4259	56	107	89	1	4259346001
611	4262	59	110	89	1	4262112001
612	4268	62	113	89	1	4268424000
613	4269	57	108	89	1	4269298000
614	4269	61	112	89	1	4269736001
615	4275	63	114	89	1	4275165001
616	4277	37	112	86	1	4277810000
617	4520	63	114	89	0	4520778000
618	4521	57	108	89	0	4521112000
619	4522	59	110	89	0	4522516000
620	4522	60	111	89	0	4522893000
621	4522	61	112	89	0	4522450000
622	4522	62	113	89	0	4522003001
623	4523	56	107	89	0	4523268001
624	4523	57	108	89	0	4523844001
625	4523	58	109	89	0	4523833000
626	4523	63	114	89	0	4523484000
627	4524	50	109	88	0	4524572000
628	4524	59	110	89	0	4524829001
629	4524	62	113	89	1	4524134000
630	4525	49	108	88	0	4525324001
631	4525	55	114	88	0	4525636000
632	4525	61	112	89	0	4525048001
633	4526	48	107	88	0	4526382001
634	4526	51	110	88	1	4526559000
635	4526	52	111	88	0	4526164001
636	4526	53	112	88	0	4526569001
637	4526	54	113	88	0	4526743000
638	4526	56	107	89	0	4526209001
639	4526	57	108	89	0	4526398001
640	4526	58	109	89	0	4526910001
641	4526	60	111	89	0	4526151000
642	4526	62	113	89	0	4526685001
643	4526	63	114	89	0	4526322001
644	4527	49	108	88	0	4527456001
645	4527	50	109	88	0	4527066001
646	4527	55	114	88	0	4527616001
647	4527	59	110	89	0	4527728000
648	4528	45	112	87	0	4528714001
649	4528	46	113	87	0	4528865000
650	4528	47	114	87	0	4528785000
651	4528	48	107	88	0	4528425000
652	4528	52	111	88	0	4528308000
653	4528	53	112	88	0	4528528001
654	4528	54	113	88	1	4528702000
655	4528	61	112	89	0	4528913000
656	4529	41	108	87	0	4529917001
657	4529	43	110	87	0	4529572001
658	4529	44	111	87	0	4529716001
659	4529	49	108	88	0	4529442000
660	4529	50	109	88	0	4529189000
661	4529	51	110	88	0	4529004001
662	4530	40	107	87	0	4530680000
663	4530	42	109	87	0	4530776000
664	4530	45	112	87	1	4530769000
665	4530	46	113	87	0	4530910000
666	4530	47	114	87	0	4530953000
667	4530	55	114	88	0	4530699001
668	4531	37	112	86	0	4531801001
669	4531	38	113	86	0	4531871000
670	4531	44	111	87	0	4531943001
671	4531	50	109	88	0	4531828001
672	4531	52	111	88	0	4531267000
673	4531	53	112	88	0	4531792000
674	4531	54	113	88	0	4531252001
675	4531	56	107	89	1	4531620000
676	4532	33	108	86	0	4532361001
677	4532	35	110	86	0	4532626001
678	4532	36	111	86	0	4532507000
679	4532	39	114	86	0	4532584000
680	4532	41	108	87	0	4532083000
681	4532	43	110	87	0	4532153001
682	4532	57	108	89	1	4532256000
683	4533	32	107	86	0	4533735000
684	4533	34	109	86	0	4533081000
685	4533	37	112	86	0	4533968001
686	4533	38	113	86	0	4533820000
687	4533	40	107	87	0	4533937001
688	4533	42	109	87	0	4533683000
689	4533	45	112	87	0	4533227000
690	4533	46	113	87	0	4533525001
691	4533	47	114	87	0	4533810000
692	4533	58	109	89	1	4533580001
693	4534	29	112	85	0	4534921001
694	4534	31	114	85	0	4534784001
695	4534	33	108	86	0	4534461000
696	4534	35	110	86	0	4534681000
697	4534	36	111	86	1	4534513001
698	4534	39	114	86	0	4534764000
699	4534	56	107	89	1	4534870001
700	4534	57	108	89	1	4534763001
701	4535	27	110	85	0	4535683000
702	4535	34	109	86	0	4535411000
703	4535	41	108	87	0	4535929000
704	4535	48	107	88	1	4535022001
705	4535	49	108	88	1	4535441000
706	4536	24	107	85	0	4536699000
707	4536	25	108	85	0	4536223000
708	4536	26	109	85	0	4536595001
709	4536	28	111	85	0	4536062001
710	4536	30	113	85	0	4536469001
711	4536	32	107	86	0	4536254000
712	4536	33	108	86	0	4536965001
713	4536	37	112	86	0	4536234001
714	4536	38	113	86	0	4536035001
715	4536	44	111	87	0	4536948000
716	4536	58	109	89	1	4536738000
717	4536	59	110	89	1	4536086001
718	4537	27	110	85	0	4537931001
719	4537	29	112	85	0	4537119001
720	4537	31	114	85	0	4537135000
721	4537	36	111	86	0	4537582001
722	4537	40	107	87	1	4537190000
723	4537	50	109	88	1	4537273000
724	4538	16	107	84	0	4538953000
725	4538	19	110	84	0	4538653000
726	4538	20	111	84	0	4538082000
727	4538	21	112	84	0	4538809001
728	4538	22	113	84	0	4538635000
729	4538	23	114	84	0	4538304000
730	4538	25	108	85	0	4538532000
731	4538	28	111	85	0	4538434000
732	4538	39	114	86	0	4538331000
733	4538	48	107	88	1	4538752000
734	4538	49	108	88	1	4538024000
735	4538	59	110	89	1	4538780000
736	4538	60	111	89	1	4538303000
737	4539	17	108	84	0	4539790000
738	4539	18	109	84	0	4539079001
739	4539	20	111	84	0	4539992001
740	4539	26	109	85	0	4539235001
741	4539	29	112	85	0	4539625001
742	4539	30	113	85	0	4539259001
743	4539	31	114	85	0	4539711001
744	4539	35	110	86	0	4539329000
745	4539	40	107	87	1	4539571000
746	4539	41	108	87	1	4539758000
747	4539	51	110	88	1	4539576000
748	4539	61	112	89	1	4539406000
749	4540	13	112	83	0	4540732001
750	4540	19	110	84	0	4540738001
751	4540	21	112	84	0	4540804001
752	4540	22	113	84	0	4540766001
753	4540	23	114	84	0	4540706000
754	4540	24	107	85	0	4540159000
755	4540	27	110	85	0	4540637000
756	4540	32	107	86	1	4540309001
757	4540	42	109	87	1	4540602000
758	4540	50	109	88	1	4540383001
759	4540	52	111	88	1	4540830000
760	4541	11	110	83	0	4541128001
761	4541	12	111	83	0	4541731000
762	4541	14	113	83	0	4541536001
763	4541	15	114	83	0	4541165000
764	4541	16	107	84	0	4541138000
765	4541	18	109	84	0	4541465000
766	4541	33	108	86	1	4541166001
767	4541	60	111	89	1	4541161000
768	4542	8	107	83	0	4542585000
769	4542	9	108	83	0	4542166001
770	4542	10	109	83	0	4542297001
771	4542	13	112	83	0	4542989000
772	4542	17	108	84	0	4542582000
773	4542	20	111	84	0	4542121001
